,Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors,Title_Language
516,1900-1901 nederlandsch Lyrisch Tooneel Programma's _00127-20211201_161158.jpg,1900-1901,De Bedelstudent,1901-03-12,,False,148133,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1900-1901,Karel van Walle,NL
517,1900-1901 nederlandsch Lyrisch Tooneel Programma's _00129-20211201_161221.jpg,1900-1901,De Arme Student,1901-03-14,Feestavond,False,282645,De Arme Student,DUI,Carl Millöcker,1882,Der Bettelstudent,operette,1900-1901,Karel van Walle,NL
518,1900-1901 nederlandsch Lyrisch Tooneel Programma's _00131-20211201_161242.jpg,1900-1901,De Bedelstudent,1901-03-16,,False,121529,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1900-1901,Karel van Walle,NL
519,1900-1901 nederlandsch Lyrisch Tooneel Programma's _00133-20211201_161303.jpg,1900-1901,De Bedelstudent,1901-03-19,,False,539041,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1900-1901,Karel van Walle,NL
520,1900-1901 nederlandsch Lyrisch Tooneel Programma's _00135-20211201_161318.jpg,1900-1901,Het Schutterfeest,1901-03-23,,False,288006,Het Schutterfeest,NL,ALbert Stordiau,1898,Het Schuttershof,zangspel,1900-1901,Karel van Walle,NL
521,1900-1901 nederlandsch Lyrisch Tooneel Programma's _00135-20211201_161318.jpg,1900-1901,De Bedelstudent,1901-03-23,,False,894350,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1900-1901,Karel van Walle,NL
522,1900-1901 nederlandsch Lyrisch Tooneel Programma's _00137-20211201_161338.jpg,1900-1901,Charlotte Corday,1901-03-26,gala tot verheerlijking der nagedachtenis van Peter Benoit,False,783689,Charlotte Corday,NL,Peter Benoit,?,Charlotte Corday,lyrisch drama,1900-1901,Karel van Walle,Unk
523,1900-1901 nederlandsch Lyrisch Tooneel Programma's _00139-20211201_161355.jpg,1900-1901,Figaro's Bruiloft,1901-03-28,Feestavond,False,551430,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1900-1901,Karel van Walle,NL
524,1900-1901 nederlandsch Lyrisch Tooneel Programma's _00139-20211201_161355.jpg,1900-1901,Theroigne De Mericourt,1901-03-28,Feestavond,False,131384,Theroigne de Mericout,NL,August De Boeck,?,Théroigne de Méricout,?,1900-1901,Karel van Walle,Unk
525,1900-1901 nederlandsch Lyrisch Tooneel Programma's _00139-20211201_161355.jpg,1900-1901,Ondine,1901-03-28,Feestavond,False,950168,Ondine,DUI,Albert Lortzing,1845,Undine,toverzangspel,1900-1901,Karel van Walle,Unk
526,1900-1901 nederlandsch Lyrisch Tooneel Programma's _00141-20211201_161416.jpg,1900-1901,De Bedelstudent,1901-03-30,Sluiting van het Toneeljaar,False,448892,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1900-1901,Karel van Walle,NL
527,1900-1901 nederlandsch Lyrisch Tooneel Programma's _00143-20211201_161436.jpg,1900-1901,Figaro's Bruiloft,1901-04-02,Feestavond,False,527485,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1900-1901,Karel van Walle,NL
528,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00015-20211201_162910.jpg,1901-1902,Tannhauser,1901-10-01,opening van het toneeljaar,False,417313,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1901-1902,Karel van Walle,Unk
529,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00017-20211201_162927.jpg,1901-1902,Tannhauser,1901-10-05,,False,715840,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1901-1902,Karel van Walle,Unk
530,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00019-20211201_162942.jpg,1901-1902,Herbergprinses,1901-10-10,,False,489441,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1901-1902,Karel van Walle,NL
531,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00021-20211201_162957.jpg,1901-1902,Herbergprinses,1901-10-12,,False,650839,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1901-1902,Karel van Walle,NL
532,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00023-20211201_163013.jpg,1901-1902,Quinten Massijs,1901-10-15,,False,425560,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1901-1902,Karel van Walle,Unk
533,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00025-20211201_163035.jpg,1901-1902,Jozef in Egypte,1901-10-19,,False,577741,Jozef in Egypte,FR,Etienne Nicolas Méhul,1807,Joseph,grand opera,1901-1902,Karel van Walle,NL
534,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00027-20211201_163051.jpg,1901-1902,Josef in Egypte,1901-10-22,,False,318817,Jozef in Egypte,FR,Etienne Nicolas Méhul,1807,Joseph,grand opera,1901-1902,Karel van Walle,NL
535,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00029-20211201_163107.jpg,1901-1902,Quinten Massijs,1901-10-24,gala,False,826736,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1901-1902,Karel van Walle,Unk
536,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00031-20211201_163121.jpg,1901-1902,Herbergprinses,1901-10-26,,False,889326,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1901-1902,Karel van Walle,NL
537,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00033-20211201_163135.jpg,1901-1902,Tannhauser,1901-10-29,,False,134051,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1901-1902,Karel van Walle,Unk
538,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00035-20211201_163150.jpg,1901-1902,Ratcliff,1901-11-02,,False,392673,Ratcliff,RUS,César Cui,1869,Вилльям Ратклифф,zangspel,1901-1902,Karel van Walle,Unk
539,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00037-20211201_163204.jpg,1901-1902,Ratcliff,1901-11-05,gala,False,954156,Ratcliff,RUS,César Cui,1869,Вилльям Ратклифф,zangspel,1901-1902,Karel van Walle,Unk
540,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00039-20211201_163218.jpg,1901-1902,Ratcliff,1901-11-09,,False,579381,Ratcliff,RUS,César Cui,1869,Вилльям Ратклифф,zangspel,1901-1902,Karel van Walle,Unk
541,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00041-20211201_163231.jpg,1901-1902,Ratcliff,1901-11-12,,False,183146,Ratcliff,RUS,César Cui,1869,Вилльям Ратклифф,zangspel,1901-1902,Karel van Walle,Unk
542,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00043-20211201_163243.jpg,1901-1902,Ratcliff,1901-11-14,,False,422709,Ratcliff,RUS,César Cui,1869,Вилльям Ратклифф,zangspel,1901-1902,Karel van Walle,Unk
543,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00045-20211201_163257.jpg,1901-1902,Cleopatra,1901-11-16,,False,156431,Cleopatra,DEE,August Enna,1894,Cleopatra,opera seria,1901-1902,Karel van Walle,Unk
544,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00047-20211201_163311.jpg,1901-1902,Cleopatra,1901-11-19,,False,488433,Cleopatra,DEE,August Enna,1894,Cleopatra,opera seria,1901-1902,Karel van Walle,Unk
545,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00049-20211201_163324.jpg,1901-1902,Cleopatra,1901-11-23,,False,961133,Cleopatra,DEE,August Enna,1894,Cleopatra,opera seria,1901-1902,Karel van Walle,Unk
546,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00051-20211201_163339.jpg,1901-1902,De Bruid der Zee,1901-11-30,,False,777534,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
547,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00053-20211201_163848.jpg,1901-1902,De Bruid der Zee,1901-12-03,,False,401311,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
548,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00055-20211201_163910.jpg,1901-1902,De Bruid der Zee,1901-12-05,,False,800052,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
549,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00057-20211201_163935.jpg,1901-1902,De Bruid der Zee,1901-12-07,,False,397110,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
550,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00059-20211201_163954.jpg,1901-1902,De Bruid der Zee,1901-12-10,,False,941442,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
551,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00060-20211201_164008.jpg,1901-1902,De Bruid der Zee,1901-12-14,,False,458283,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
552,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00061-20211201_164016.jpg,1901-1902,De Bruid der Zee,1901-12-17,,False,384934,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
553,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00063-20211201_164032.jpg,1901-1902,Tannhauser,1901-12-19,,False,120023,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1901-1902,Karel van Walle,Unk
554,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00067-20211201_164109.jpg,1901-1902,De Bruid der Zee,1901-12-21,,False,240821,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
555,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00069-20211201_164129.jpg,1901-1902,De Bruid der Zee,1901-12-22,,False,590840,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
556,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00071-20211201_164149.jpg,1901-1902,De Bruid der Zee,1901-12-24,,False,319366,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
557,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00073-20211201_164209.jpg,1901-1902,De Bruid der Zee,1901-12-28,,False,278625,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
558,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00075-20211201_164227.jpg,1901-1902,De Bruid der Zee,1901-12-31,,False,100681,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
559,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00077-20211201_164255.jpg,1901-1902,De Bruid der Zee,1902-01-02,,False,733793,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
560,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00079-20211201_164316.jpg,1901-1902,De Bruid der Zee,1902-01-05,,False,384658,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
561,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00081-20211201_164330.jpg,1901-1902,De Bruid der Zee,1902-01-04,gala,False,914301,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
562,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00083-20211201_164349.jpg,1901-1902,De Bruid der Zee,1902-01-07,,False,949590,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
563,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00085-20211201_164407.jpg,1901-1902,De Bruid der Zee,1902-01-11,,False,947051,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
564,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00087-20211201_164438.jpg,1901-1902,De Bruid der Zee,1902-01-14,,False,159880,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
565,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00089-20211201_164501.jpg,1901-1902,De Bruid der Zee,1902-01-16,Feestavond,False,306988,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
566,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00091-20211201_164517.jpg,1901-1902,De Bruid der Zee,1902-01-18,Voorstelling den Leuvense Studenten,False,948780,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
567,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00093-20211201_164534.jpg,1901-1902,De Bruid der Zee,1902-01-21,,False,666331,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
568,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00095-20211201_164557.jpg,1901-1902,De Bruid der Zee,1902-01-25,,False,103990,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
569,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00097-20211201_164629.jpg,1901-1902,De Bruid der Zee,1902-01-28,,False,754345,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
570,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00099-20211201_164654.jpg,1901-1902,Herbergprinses,1902-02-01,,False,655168,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1901-1902,Karel van Walle,NL
571,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00101-20211201_164713.jpg,1901-1902,De Vrouwkens van Brugge,1902-02-07,Vertooning voor de maatschappij katholieke kring van Antwerpen,False,504763,De Vrouwkens van Brugge,NL,E. Britt,?,De Vrouwkens van Brugge,?,1901-1902,Karel van Walle,NL
572,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00103-20211201_164735.jpg,1901-1902,Herbergprinses,1902-02-08,,False,107873,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1901-1902,Karel van Walle,NL
573,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00105-20211201_164754.jpg,1901-1902,De Bruid der Zee,1902-02-11,,False,661207,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
574,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00107-20211201_164816.jpg,1901-1902,De Vrouwkens van Brugge,1902-02-15,gala,False,312874,De Vrouwkens van Brugge,NL,E. Britt,?,De Vrouwkens van Brugge,?,1901-1902,Karel van Walle,NL
575,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00109-20211201_164835.jpg,1901-1902,De Bruid der Zee,1902-02-26,,False,281793,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
576,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00111-20211201_164854.jpg,1901-1902,De Bruid der Zee,1902-02-20,Feestavond,False,361174,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
577,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00113-20211201_164918.jpg,1901-1902,De Vrouwkens van Brugge,1902-02-22,,False,721406,De Vrouwkens van Brugge,NL,E. Britt,?,De Vrouwkens van Brugge,?,1901-1902,Karel van Walle,NL
578,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00115-20211201_164937.jpg,1901-1902,De Bruid der Zee,1902-02-25,,False,199168,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
579,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00117-20211201_164957.jpg,1901-1902,Herbergprinses,1902-03-01,,False,439569,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1901-1902,Karel van Walle,NL
580,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00119-20211201_165015.jpg,1901-1902,De Bruid der Zee,1902-03-04,gala,False,564040,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
581,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00121-20211201_165044.jpg,1901-1902,De Vrouwkens van Brugge,1902-03-08,Ten voordele der slachtoffers der folterkampen van Transvaal,False,196199,De Vrouwkens van Brugge,NL,E. Britt,?,De Vrouwkens van Brugge,?,1901-1902,Karel van Walle,NL
582,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00123-20211201_165058.jpg,1901-1902,De Bruid der Zee,1902-03-11,,False,289255,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
583,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00125-20211201_165112.jpg,1901-1902,De Bruid der Zee,1902-03-13,Feestavond,False,886859,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
584,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00127-20211201_165128.jpg,1901-1902,De Vrijschutter,1902-03-15,,False,696691,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1901-1902,Karel van Walle,NL
585,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00129-20211201_165233.jpg,1901-1902,De Bruid der Zee,1902-03-16,,False,833620,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
586,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00131-20211201_165249.jpg,1901-1902,De Vrijschutter,1902-03-18,,False,181190,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1901-1902,Karel van Walle,NL
587,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00133-20211201_165302.jpg,1901-1902,De Bruid der Zee,1902-03-22,,False,156547,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
588,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00135-20211201_165324.jpg,1901-1902,De Vrouwkens van Brugge,1902-03-25,,False,281879,De Vrouwkens van Brugge,NL,E. Britt,?,De Vrouwkens van Brugge,?,1901-1902,Karel van Walle,NL
589,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00135-20211201_165324.jpg,1901-1902,De Bruid der Zee,1902-03-25,,False,225246,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
590,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00135-20211201_165324.jpg,1901-1902,Het Minnebrugje,1902-03-25,,False,471500,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1901-1902,Karel van Walle,NL
591,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00137-20211201_165339.jpg,1901-1902,De Vrouwkens van Brugge,1902-03-29,,False,762983,De Vrouwkens van Brugge,NL,E. Britt,?,De Vrouwkens van Brugge,?,1901-1902,Karel van Walle,NL
592,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00137-20211201_165339.jpg,1901-1902,De Vrijschutter,1902-03-29,,False,933726,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1901-1902,Karel van Walle,NL
593,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00139-20211201_165355.jpg,1901-1902,De Bruid der Zee,1902-03-30,,False,256237,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
594,1901-1902 Nederlandsch Lyrisch Tooneel Programma's _00141-20211201_165407.jpg,1901-1902,De Bruid der Zee,1902-04-01,,False,553491,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1901-1902,Karel van Walle,NL
595,1902-1903 Nederlandsch Lyrisch Tooneel Programmas_00018-20211201_174337.jpg,1902-1903,Hans en Grietje,1902-10-02,,False,554654,Hansje en Grietje,DUI,Engelbert Humperdinck,1893,Hänsel und Gretel,kinder opera,1902-1903,Jef Judels & Bernard Tokkie,NL
596,1902-1903 Nederlandsch Lyrisch Tooneel Programmas_00027-20211201_174502.jpg,1902-1903,Herbergprinses,1902-10-07,,False,652204,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1902-1903,Jef Judels & Bernard Tokkie,NL
597,1902-1903 Nederlandsch Lyrisch Tooneel Programmas_00029-20211201_174521.jpg,1902-1903,Hans en Grietje,1902-10-04,,False,401844,Hansje en Grietje,DUI,Engelbert Humperdinck,1893,Hänsel und Gretel,kinder opera,1902-1903,Jef Judels & Bernard Tokkie,NL
598,1902-1903 Nederlandsch Lyrisch Tooneel Programmas_00031-20211201_174541.jpg,1902-1903,Herbergprinses,1902-10-11,,False,330430,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1902-1903,Jef Judels & Bernard Tokkie,NL
599,1902-1903 Nederlandsch Lyrisch Tooneel Programmas_00033-20211201_174557.jpg,1902-1903,Hans en Grietje,1902-10-14,,False,381197,Hansje en Grietje,DUI,Engelbert Humperdinck,1893,Hänsel und Gretel,kinder opera,1902-1903,Jef Judels & Bernard Tokkie,NL
600,1902-1903 Nederlandsch Lyrisch Tooneel Programmas_00035-20211201_174616.jpg,1902-1903,Don Juan,1902-10-18,,False,260196,Don Juan,ITA,Wolfgang Amadeus Mozart,1787,Don Giovanni,opera buffa,1902-1903,Jef Judels & Bernard Tokkie,Unk
601,1902-1903 Nederlandsch Lyrisch Tooneel Programmas_00037-20211201_174632.jpg,1902-1903,Hans en Grietje,1902-10-19,,False,495700,Hansje en Grietje,DUI,Engelbert Humperdinck,1893,Hänsel und Gretel,kinder opera,1902-1903,Jef Judels & Bernard Tokkie,NL
