,Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors,Title_Language
1641,1911-1912 Vlaamse Opera_00189-20211216_163602.jpg,1911-1912,Zigeunerliefde,1912-03-10,,False,358871,Zigeunerliefde,DUI,Franz Lehár,1910,Zigeunerliebe,operetta,1911-1912,Henry Fontaine,NL
1642,1911-1912 Vlaamse Opera_00191-20211216_163618.jpg,1911-1912,Hoffmann's Vertellingenen,1912-03-12,,False,773201,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL
1643,1911-1912 Vlaamse Opera_00193-20211216_163634.jpg,1911-1912,EdeniÃ«,1912-03-14,,False,196482,EdeniÃ«,N/A,N/A,N/A,N/A,N/A,1911-1912,Henry Fontaine,N/A
1644,1911-1912 Vlaamse Opera_00195-20211216_163650.jpg,1911-1912,De Lustige Boer,1912-03-16,,False,574802,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1911-1912,Henry Fontaine,NL
1645,1911-1912 Vlaamse Opera_00197-20211216_163705.jpg,1911-1912,EdeniÃ«,1912-03-17,,False,707221,EdeniÃ«,N/A,N/A,N/A,N/A,N/A,1911-1912,Henry Fontaine,N/A
1646,1911-1912 Vlaamse Opera_00199-20211216_163722.jpg,1911-1912,De Bruid der Zee,1912-03-21,,False,122822,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1911-1912,Henry Fontaine,NL
1647,1911-1912 Vlaamse Opera_00201-20211216_163737.jpg,1911-1912,Tannhauser,1912-03-23,Feestavond,False,392399,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1911-1912,Henry Fontaine,Unk
1648,1911-1912 Vlaamse Opera_00203-20211216_163751.jpg,1911-1912,De Bruid der Zee,1912-03-24,,False,781232,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1911-1912,Henry Fontaine,NL
1649,1911-1912 Vlaamse Opera_00203-20211216_163751.jpg,1911-1912,Zigeunerliefde,1912-03-24,,False,480464,Zigeunerliefde,DUI,Franz Lehár,1910,Zigeunerliebe,operetta,1911-1912,Henry Fontaine,NL
1650,1911-1912 Vlaamse Opera_00205-20211216_163811.jpg,1911-1912,Othello,1911-03-26,,False,427495,Othello,TSJ,Antonín Dvořák,1891,Othello,opera seria,1910-1911,Henry Fontaine,Unk
1651,1911-1912 Vlaamse Opera_00207-20211216_163825.jpg,1911-1912,EdeniÃ«,1912-03-28,,False,557615,EdeniÃ«,N/A,N/A,N/A,N/A,N/A,1911-1912,Henry Fontaine,N/A
1652,1911-1912 Vlaamse Opera_00209-20211216_163840.jpg,1911-1912,Hoffmann's Vertellingenen,1912-03-30,,False,400668,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL
1653,1911-1912 Vlaamse Opera_00212-20211216_163920.jpg,1911-1912,Het Minnebrugje,1912-03-31,Sluiting van het Toneeljaar,False,729029,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1911-1912,Henry Fontaine,NL
1654,1911-1912 Vlaamse Opera_00212-20211216_163920.jpg,1911-1912,Tannhauser,1912-03-31,Sluiting van het Toneeljaar,False,437462,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1911-1912,Henry Fontaine,Unk
1655,1912-1913_00005-20220207_133529.jpg,1912-1913,Liefdelied,1912-10-03,gala,False,457009,Liefdelied,NL,Jan Blockx,1908,Liefdelied,operette,1912-1913,Henry Fontaine,NL
1656,1912-1913_00007-20220207_133539.jpg,1912-1913,Het Meisje van Berne,1912-10-05,"gala, eerste opvoering van 'Het Meisje van Berne'",False,677645,Het Meisje van Berne,FR,Émile Mathieu,?,?,komisch zangspel,1912-1913,Henry Fontaine,NL
1657,1912-1913_00007-20220207_133539.jpg,1912-1913,Orpheus,1912-10-05,"gala, eerste opvoering van 'Het Meisje van Berne'",False,600722,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1912-1913,Henry Fontaine,NL
1658,1912-1913_00009-20220207_133552.jpg,1912-1913,Liefdelied,1912-10-06,,False,778864,Liefdelied,NL,Jan Blockx,1908,Liefdelied,operette,1912-1913,Henry Fontaine,NL
1659,1912-1913_00011-20220207_133612.jpg,1912-1913,Orpheus,1912-10-10,,False,218072,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1912-1913,Henry Fontaine,NL
1660,1912-1913_00013-20220207_133624.jpg,1912-1913,De Lustige Boer,1912-10-12,,False,480795,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL
1661,1912-1913_00015-20220207_133641.jpg,1912-1913,De Tempeliers,1912-10-13,"gala, eerste vertoning",False,676485,De Tempeliers,FR,Henry Charles Litolff,1886,Les templiers,?,1912-1913,Henry Fontaine,NL
1662,1912-1913_00017-20220207_133656.jpg,1912-1913,De Tempeliers,1912-10-17,,False,238628,De Tempeliers,FR,Henry Charles Litolff,1886,Les templiers,?,1912-1913,Henry Fontaine,NL
1663,1912-1913_00019-20220207_133709.jpg,1912-1913,De Tempeliers,1912-10-19,,False,199684,De Tempeliers,FR,Henry Charles Litolff,1886,Les templiers,?,1912-1913,Henry Fontaine,NL
1664,1912-1913_00021-20220207_133724.jpg,1912-1913,De Lustige Boer,1912-10-20,,False,885639,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL
1665,1912-1913_00023-20220207_133737.jpg,1912-1913,Pinksternacht,1912-10-26,,False,964186,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1912-1913,Henry Fontaine,NL
1666,1912-1913_00023-20220207_133737.jpg,1912-1913,Koning Reinout's Dood,1912-10-26,,False,923088,Koning Reinout's Dood,?,Louis Delune,?,?,dramatische legende,1912-1913,Henry Fontaine,NL
1667,1912-1913_00025-20220207_133756.jpg,1912-1913,De Lustige Boer,1912-10-27,,False,763721,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL
1668,1912-1913_00027-20220207_133807.jpg,1912-1913,Lorenzo Murano,1912-10-31,"gala, eerste opvoering",False,608990,Lorenzo Murano,NL,Potjes Edward,1912,Lorenzo Murano,muziekdrama,1912-1913,Henry Fontaine,Unk
1669,1912-1913_00029-20220207_133818.jpg,1912-1913,Koning Reinout's Dood,1912-11-01,,False,842380,Koning Reinout's Dood,?,Louis Delune,?,?,dramatische legende,1912-1913,Henry Fontaine,NL
1670,1912-1913_00029-20220207_133818.jpg,1912-1913,De Lustige Boer,1912-11-01,,False,464302,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL
1671,1912-1913_00031-20220207_133829.jpg,1912-1913,Pinksternacht,1912-11-03,,False,370188,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1912-1913,Henry Fontaine,NL
1672,1912-1913_00031-20220207_133829.jpg,1912-1913,Lorenzo Murano,1912-11-03,,False,398640,Lorenzo Murano,NL,Potjes Edward,1912,Lorenzo Murano,muziekdrama,1912-1913,Henry Fontaine,Unk
1673,1912-1913_00033-20220207_133838.jpg,1912-1913,De Bruid der Zee,1912-11-07,,False,748696,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1912-1913,Henry Fontaine,NL
1674,1912-1913_00035-20220207_133850.jpg,1912-1913,De Tempeliers,1912-11-09,,False,823489,De Tempeliers,FR,Henry Charles Litolff,1886,Les templiers,?,1912-1913,Henry Fontaine,NL
1675,1912-1913_00037-20220207_133903.jpg,1912-1913,Orpheus,1912-11-10,,False,681808,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1912-1913,Henry Fontaine,NL
1676,1912-1913_00037-20220207_133903.jpg,1912-1913,De Lustige Boer,1912-11-10,,False,508718,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL
1677,1912-1913_00039-20220207_133916.jpg,1912-1913,De Lustige Boer,1912-11-12,,False,862014,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL
1678,1912-1913_00041-20220207_133930.jpg,1912-1913,Alpenlied,1912-11-14,"gala, eerste opvoering",False,249032,Alpenlied,DUI,Wilhelm Kienzl,1911,Der Kuhreigen,operetta,1912-1913,Henry Fontaine,NL
1679,1912-1913_00043-20220207_133944.jpg,1912-1913,Alpenlied,1912-11-16,,False,932727,Alpenlied,DUI,Wilhelm Kienzl,1911,Der Kuhreigen,operetta,1912-1913,Henry Fontaine,NL
1680,1912-1913_00045-20220207_134001.jpg,1912-1913,Koning Reinout's Dood,1912-11-17,,False,455991,Koning Reinout's Dood,?,Louis Delune,?,?,dramatische legende,1912-1913,Henry Fontaine,NL
1681,1912-1913_00045-20220207_134001.jpg,1912-1913,De Bruid der Zee,1912-11-17,,False,119506,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1912-1913,Henry Fontaine,NL
1682,1912-1913_00047-20220207_134015.jpg,1912-1913,De Tempeliers,1912-11-19,,False,339565,De Tempeliers,FR,Henry Charles Litolff,1886,Les templiers,?,1912-1913,Henry Fontaine,NL
1683,1912-1913_00049-20220207_134031.jpg,1912-1913,Alpenlied,1912-11-21,,False,481282,Alpenlied,DUI,Wilhelm Kienzl,1911,Der Kuhreigen,operetta,1912-1913,Henry Fontaine,NL
1684,1912-1913_00051-20220207_134044.jpg,1912-1913,De Lustige Boer,1912-11-23,,False,864157,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL
1685,1912-1913_00053-20220207_134056.jpg,1912-1913,Orpheus,1912-11-24,,False,217551,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1912-1913,Henry Fontaine,NL
1686,1912-1913_00053-20220207_134056.jpg,1912-1913,Alpenlied,1912-11-24,,False,564729,Alpenlied,DUI,Wilhelm Kienzl,1911,Der Kuhreigen,operetta,1912-1913,Henry Fontaine,NL
1687,1912-1913_00055-20220207_134107.jpg,1912-1913,Orpheus,1912-11-26,,False,267052,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1912-1913,Henry Fontaine,NL
1688,1912-1913_00057-20220207_134118.jpg,1912-1913,Studentenliefde,1912-12-01,,False,776691,Studentenliefde,NL,Jan Broeckx,1912,Studentenliefde,operette,1912-1913,Henry Fontaine,NL
1689,1912-1913_00059-20220207_134128.jpg,1912-1913,De Lustige Boer,1912-12-05,,False,718835,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL
1690,1912-1913_00061-20220207_134141.jpg,1912-1913,Studentenliefde,1912-12-07,,False,123966,Studentenliefde,NL,Jan Broeckx,1912,Studentenliefde,operette,1912-1913,Henry Fontaine,NL
1691,1912-1913_00063-20220207_134156.jpg,1912-1913,Studentenliefde,1912-12-08,,False,592954,Studentenliefde,NL,Jan Broeckx,1912,Studentenliefde,operette,1912-1913,Henry Fontaine,NL
1692,1912-1913_00065-20220207_134210.jpg,1912-1913,Hoffmann's Vertellingenen,1912-12-08,,False,343302,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1912-1913,Henry Fontaine,NL
1693,1912-1913_00067-20220207_134222.jpg,1912-1913,Lohengrin,1912-12-10,Jubileum-vertooning Ernest van Dyck,False,155966,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1912-1913,Henry Fontaine,Unk
1694,1912-1913_00067-20220207_134222.jpg,1912-1913,Tannhauser,1912-12-10,Jubileum-vertooning Ernest van Dyck,False,564455,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1912-1913,Henry Fontaine,Unk
1695,1912-1913_00069-20220207_134242.jpg,1912-1913,Hoffmann's Vertellingenen,1912-12-12,,False,171351,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1912-1913,Henry Fontaine,NL
1696,1912-1913_00071-20220207_134257.jpg,1912-1913,Studentenliefde,1912-12-14,,False,365443,Studentenliefde,NL,Jan Broeckx,1912,Studentenliefde,operette,1912-1913,Henry Fontaine,NL
1697,1912-1913_00073-20220207_134306.jpg,1912-1913,Hoffmann's Vertellingenen,1912-12-15,,False,934931,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1912-1913,Henry Fontaine,NL
1698,1912-1913_00075-20220207_134314.jpg,1912-1913,De Bruid der Zee,1912-12-17,,False,384708,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1912-1913,Henry Fontaine,NL
1699,1912-1913_00077-20220207_134322.jpg,1912-1913,Lorenzo Murano,1912-12-19,,False,608431,Lorenzo Murano,NL,Potjes Edward,1912,Lorenzo Murano,muziekdrama,1912-1913,Henry Fontaine,Unk
1700,1912-1913_00079-20220207_134336.jpg,1912-1913,Christ'l,1912-12-21,,False,684050,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1912-1913,Henry Fontaine,Unk
1701,1912-1913_00081-20220207_134345.jpg,1912-1913,Martha,1912-12-22,,False,821274,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1912-1913,Henry Fontaine,Unk
1702,1912-1913_00083-20220207_134359.jpg,1912-1913,Martha,1912-12-25,,False,804355,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1912-1913,Henry Fontaine,Unk
1703,1912-1913_00085-20220207_134411.jpg,1912-1913,Christ'l,1912-12-26,,False,941928,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1912-1913,Henry Fontaine,Unk
1704,1912-1913_00087-20220207_134422.jpg,1912-1913,Hoffmann's Vertellingenen,1912-12-28,,False,299425,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1912-1913,Henry Fontaine,NL
1705,1912-1913_00089-20220207_134433.jpg,1912-1913,Pinksternacht,1912-12-29,,False,820207,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1912-1913,Henry Fontaine,NL
1706,1912-1913_00089-20220207_134433.jpg,1912-1913,Studentenliefde,1912-12-29,,False,971004,Studentenliefde,NL,Jan Broeckx,1912,Studentenliefde,operette,1912-1913,Henry Fontaine,NL
1707,1912-1913_00093-20220207_134456.jpg,1912-1913,Christ'l,1913-01-04,,False,211915,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1912-1913,Henry Fontaine,Unk
1708,1912-1913_00095-20220207_134507.jpg,1912-1913,Het Minnebrugje,1913-01-05,,False,278096,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1912-1913,Henry Fontaine,NL
1709,1912-1913_00095-20220207_134507.jpg,1912-1913,Hoffmann's Vertellingen,1913-01-05,,False,962705,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1912-1913,Henry Fontaine,NL
1710,1912-1913_00097-20220207_134519.jpg,1912-1913,Studentenliefde,1913-01-09,,False,623064,Studentenliefde,NL,Jan Broeckx,1912,Studentenliefde,operette,1912-1913,Henry Fontaine,NL
1711,1912-1913_00099-20220207_134532.jpg,1912-1913,Tannhäuser,1913-01-11,,False,931722,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1912-1913,Henry Fontaine,Unk
1712,1912-1913_00101-20220207_134542.jpg,1912-1913,Orpheus,1913-01-12,,False,582978,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1912-1913,Henry Fontaine,NL
1713,1912-1913_00101-20220207_134542.jpg,1912-1913,Christ'l,1913-01-12,,False,593563,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1912-1913,Henry Fontaine,Unk
1714,1912-1913_00103-20220207_134558.jpg,1912-1913,Herbergprinses,1913-01-16,,False,843073,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1912-1913,Henry Fontaine,NL
1715,1912-1913_00105-20220207_134613.jpg,1912-1913,Martha,1913-01-19,,False,622641,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1912-1913,Henry Fontaine,Unk
1716,1912-1913_00107-20220207_134626.jpg,1912-1913,Tannhäuser,1913-01-19,,False,859151,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1912-1913,Henry Fontaine,Unk
1717,1912-1913_00109-20220207_134638.jpg,1912-1913,Christ'l,1913-01-21,,False,622557,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1912-1913,Henry Fontaine,Unk
1718,1912-1913_00111-20220207_134649.jpg,1912-1913,Pinksternacht,1913-01-26,,False,644905,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1912-1913,Henry Fontaine,NL
1719,1912-1913_00111-20220207_134649.jpg,1912-1913,Christ'l,1913-01-26,,False,447518,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1912-1913,Henry Fontaine,Unk
1720,1912-1913_00113-20220207_134700.jpg,1912-1913,De Smid van den Vrede,1913-01-30,"gala, eerste opvoering",False,985436,De Smid van den Vrede,NL,J.J.B. Schrey,?,De Smid van den Vrede,?,1912-1913,Henry Fontaine,NL
1721,1912-1913_00115-20220207_134712.jpg,1912-1913,De Lustige Boer,1913-02-01,,False,506994,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL
1722,1912-1913_00117-20220207_134723.jpg,1912-1913,De Smid van den Vrede,1913-02-02,,False,682341,De Smid van den Vrede,NL,J.J.B. Schrey,?,De Smid van den Vrede,?,1912-1913,Henry Fontaine,NL
1723,1912-1913_00119-20220207_134732.jpg,1912-1913,Hoffmann's Vertellingenen,1913-02-03,,False,101473,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1912-1913,Henry Fontaine,NL
1724,1912-1913_00121-20220207_134742.jpg,1912-1913,Herbergprinses,1913-02-04,,False,274656,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1912-1913,Henry Fontaine,NL
1725,1912-1913_00121-20220207_134742.jpg,1912-1913,Studentenliefde,1913-02-04,,False,115681,Studentenliefde,NL,Jan Broeckx,1912,Studentenliefde,operette,1912-1913,Henry Fontaine,NL
1726,1912-1913_00123-20220207_134751.jpg,1912-1913,De Smid van den Vrede,1913-02-06,,False,318701,De Smid van den Vrede,NL,J.J.B. Schrey,?,De Smid van den Vrede,?,1912-1913,Henry Fontaine,NL
1727,1912-1913_00125-20220207_134802.jpg,1912-1913,Pinksternacht,1912-02-08,"gala, eerste vertoning",False,577612,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1911-1912,Henry Fontaine,NL
1728,1912-1913_00125-20220207_134802.jpg,1912-1913,Elsje Zevenschoon,1912-02-08,"gala, eerste vertoning",False,998882,Elsje Zevenschoon,NL,Mario Van Overeem,1913,Elsje Zevenschoon,zangspel,1911-1912,Henry Fontaine,NL
1729,1912-1913_00127-20220207_134812.jpg,1912-1913,Hoffmann's Vertellingenen,1912-02-09,,False,518280,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1911-1912,Henry Fontaine,NL
1730,1912-1913_00129-20220207_134821.jpg,1912-1913,Het Rijngoud,1913-01-11,gala ingericht door den Bon der Belgische Drukpers,False,601344,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,1912-1913,Henry Fontaine,NL
1731,1912-1913_00131-20220207_134833.jpg,1912-1913,Tannhäuser,1913-02-13,,False,534480,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1912-1913,Henry Fontaine,Unk
1732,1912-1913_00133-20220207_134843.jpg,1912-1913,Alpenlied,1913-01-15,,False,559062,Alpenlied,DUI,Wilhelm Kienzl,1911,Der Kuhreigen,operetta,1912-1913,Henry Fontaine,NL
1733,1912-1913_00135-20220207_134854.jpg,1912-1913,Elsje Zevenschoon,1913-02-16,,False,975192,Elsje Zevenschoon,NL,Mario Van Overeem,1913,Elsje Zevenschoon,zangspel,1912-1913,Henry Fontaine,NL
1734,1912-1913_00135-20220207_134854.jpg,1912-1913,Martha,1913-02-16,,False,501150,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1912-1913,Henry Fontaine,Unk
1735,1912-1913_00137-20220207_134907.jpg,1912-1913,Het Rijngoud,1913-02-18,,False,743322,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,1912-1913,Henry Fontaine,NL
1736,1912-1913_00139-20220207_134921.jpg,1912-1913,Tannhauser,1913-02-20,,False,401801,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1912-1913,Henry Fontaine,Unk
1737,1912-1913_00141-20220207_134935.jpg,1912-1913,Elsje Zevenschoon,1913-02-22,,False,922569,Elsje Zevenschoon,NL,Mario Van Overeem,1913,Elsje Zevenschoon,zangspel,1912-1913,Henry Fontaine,NL
1738,1912-1913_00141-20220207_134935.jpg,1912-1913,Pinksternacht,1913-02-22,,False,676140,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1912-1913,Henry Fontaine,NL
1739,1912-1913_00143-20220207_134945.jpg,1912-1913,De Smid van den Vrede,1913-02-23,,False,541581,De Smid van den Vrede,NL,J.J.B. Schrey,?,De Smid van den Vrede,?,1912-1913,Henry Fontaine,NL
1740,1912-1913_00145-20220207_134957.jpg,1912-1913,Tannhauser,1913-02-27,,False,759253,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1912-1913,Henry Fontaine,Unk
1741,1912-1913_00147-20220207_135008.jpg,1912-1913,De Lustige Boer,1913-03-01,,False,589657,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL
1742,1912-1913_00149-20220207_135020.jpg,1912-1913,Studentenliefde,1913-03-02,,False,669885,Studentenliefde,NL,Jan Broeckx,1912,Studentenliefde,operette,1912-1913,Henry Fontaine,NL
1743,1912-1913_00149-20220207_135020.jpg,1912-1913,Herbergprinses,1913-03-02,,False,910037,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1912-1913,Henry Fontaine,NL
1744,1912-1913_00151-20220207_135029.jpg,1912-1913,Alpenlied,1913-03-06,,False,882217,Alpenlied,DUI,Wilhelm Kienzl,1911,Der Kuhreigen,operetta,1912-1913,Henry Fontaine,NL
1745,1912-1913_00153-20220207_135041.jpg,1912-1913,Het Rijngoud,1913-03-08,,False,969030,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,1912-1913,Henry Fontaine,NL
1746,1912-1913_00155-20220207_135054.jpg,1912-1913,Alpenlied,1913-03-09,,False,371707,Alpenlied,DUI,Wilhelm Kienzl,1911,Der Kuhreigen,operetta,1912-1913,Henry Fontaine,NL
1747,1912-1913_00155-20220207_135054.jpg,1912-1913,De Bruid der Zee,1913-03-09,,False,166610,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1912-1913,Henry Fontaine,NL
1748,1912-1913_00157-20220207_135106.jpg,1912-1913,De Smid van den Vrede,1913-03-11,,False,811928,De Smid van den Vrede,NL,J.J.B. Schrey,?,De Smid van den Vrede,?,1912-1913,Henry Fontaine,NL
1749,1912-1913_00159-20220207_135115.jpg,1912-1913,De Juweelen der Madonna,1913-03-15,"gala, eerste opvoering in BelgiÃ«",False,453651,De Juweelen der Madonna,ITA,Ermanno Wolf-Ferrari,1911,I gioielli della Madonna,verismo,1912-1913,Henry Fontaine,NL
1750,1912-1913_00161-20220207_135134.jpg,1912-1913,Studentenliefde,1913-03-16,,False,979725,Studentenliefde,NL,Jan Broeckx,1912,Studentenliefde,operette,1912-1913,Henry Fontaine,NL
1751,1912-1913_00163-20220207_135143.jpg,1912-1913,De Juweelen der Madonna,1913-03-16,,False,728028,De Juweelen der Madonna,ITA,Ermanno Wolf-Ferrari,1911,I gioielli della Madonna,verismo,1912-1913,Henry Fontaine,NL
1752,1912-1913_00165-20220207_135200.jpg,1912-1913,De Juweelen der Madonna,1913-03-20,,False,509402,De Juweelen der Madonna,ITA,Ermanno Wolf-Ferrari,1911,I gioielli della Madonna,verismo,1912-1913,Henry Fontaine,NL
1753,1912-1913_00167-20220207_135210.jpg,1912-1913,Tycho-Brahe,1913-03-22,Eerste opvoering Tycho-Brahe,False,857310,Tycho-Brahe,?,Jef Van Hoof,1911,Tycho Brahé,lyrisch spel,1912-1913,Henry Fontaine,Unk
1754,1912-1913_00167-20220207_135210.jpg,1912-1913,Orpheus,1913-03-22,Eerste opvoering Tycho-Brahe,False,566646,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1912-1913,Henry Fontaine,NL
1755,1912-1913_00169-20220207_135218.jpg,1912-1913,De Juweelen der Madonna,1913-03-23,,False,670746,De Juweelen der Madonna,ITA,Ermanno Wolf-Ferrari,1911,I gioielli della Madonna,verismo,1912-1913,Henry Fontaine,NL
1756,1912-1913_00169-20220207_135218.jpg,1912-1913,Tycho-Brahe,1913-03-23,,False,143414,Tycho-Brahe,?,Jef Van Hoof,1911,Tycho Brahé,lyrisch spel,1912-1913,Henry Fontaine,Unk
1757,1912-1913_00171-20220207_135229.jpg,1912-1913,De Lustige Boer,1913-03-24,,False,739286,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1912-1913,Henry Fontaine,NL
1758,1912-1913_00173-20220207_135239.jpg,1912-1913,De Juweelen der Madonna,1913-03-25,,False,668716,De Juweelen der Madonna,ITA,Ermanno Wolf-Ferrari,1911,I gioielli della Madonna,verismo,1912-1913,Henry Fontaine,NL
1759,1912-1913_00175-20220207_135247.jpg,1912-1913,De Juweelen der Madonna,1913-03-27,Gastvoorstelling van Mevr. Edith de Lys,False,887988,De Juweelen der Madonna,ITA,Ermanno Wolf-Ferrari,1911,I gioielli della Madonna,verismo,1912-1913,Henry Fontaine,NL
1760,1912-1913_00177-20220207_135259.jpg,1912-1913,Tannhäuser,1913-03-29,Gastvoorstelling van Mevr. Afnes Wedekund-Klebe,False,876765,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1912-1913,Henry Fontaine,Unk
1761,1912-1913_00179-20220207_135314.jpg,1912-1913,Het Minnebrugje,1913-03-30,,False,814961,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1912-1913,Henry Fontaine,NL
1762,1912-1913_00179-20220207_135314.jpg,1912-1913,Hoffmann's Vertellingen,1913-03-30,,False,750056,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1912-1913,Henry Fontaine,NL
1763,1912-1913_00181-20220207_135333.jpg,1912-1913,Tycho-Brahe,1913-04-01,,False,524179,Tycho-Brahe,?,Jef Van Hoof,1911,Tycho Brahé,lyrisch spel,1912-1913,Henry Fontaine,Unk
1764,1912-1913_00181-20220207_135333.jpg,1912-1913,Alpenlied,1913-04-01,,False,554278,Alpenlied,DUI,Wilhelm Kienzl,1911,Der Kuhreigen,operetta,1912-1913,Henry Fontaine,NL
